From Date,PM2.5,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,MP-Xylene,RH,WS,WD,BP,AT,PM10
11-07-2020 00:00,6.45,40.63,5.84,45.62,8.79,14.35,0.16,3.4,0.11,1.98,3.58,86.06,1.13,206.16,,29.02,
12-07-2020 00:00,6.25,59.74,3.44,62.27,9.76,13.36,0.27,3.41,0.21,0.9,1.28,94.77,1.04,172.96,,25.93,
13-07-2020 00:00,11.1,71.15,3.56,74,10.55,15.39,0.38,3.2,0.35,1.66,2.67,94.86,0.96,193.41,,26.46,
14-07-2020 00:00,12.32,71.61,2.65,72.92,10.92,15.65,0.4,3.29,0.32,2.09,3.9,95.78,0.95,195.39,,25.99,
15-07-2020 00:00,6.97,63.21,2.53,65.14,11.42,16.04,0.34,3.44,0.23,1.88,3.34,98.34,0.91,223.26,999.66,25.6,
16-07-2020 00:00,6.67,62.7,4.27,65.95,11.2,16.34,0.32,3.23,0.18,1.88,3.74,99.39,1.19,187.09,998.51,25.18,
17-07-2020 00:00,8.46,51.36,7.78,59.14,9.88,16.18,0.26,3.18,0.11,1.05,2.36,96.19,1.99,148.98,998.1,25.89,
18-07-2020 00:00,7.92,55.2,6.31,60.77,10.01,16.75,0.23,3.27,0.1,1.26,3.13,89.27,1.48,168.27,999.75,27.84,
19-07-2020 00:00,6.12,59.73,2.78,61.47,10.51,18.39,0.27,3.39,0.22,1.91,3.28,86.17,0.76,254.75,,29.12,
20-07-2020 00:00,6.79,59.54,2.76,61.25,10.74,20.58,0.26,3.5,0.18,2.36,3.28,82.61,0.81,267.08,,29.57,
21-07-2020 00:00,8.05,56.07,5.08,60.06,10.54,20.99,0.26,3.58,0.27,1.9,3.18,80.09,1.09,203.68,,29.91,56.24
22-07-2020 00:00,13.53,59.25,3.2,61.35,9.08,20.53,0.3,3.84,0.3,2.26,3.32,79.95,0.93,209.71,,29.86,55.79
23-07-2020 00:00,8.68,55.46,4.77,57.56,9.65,19.26,0.3,3.51,0.21,2.52,3.92,86.23,0.8,234.36,,28.67,47.52
24-07-2020 00:00,17.77,63.81,6.01,69.62,9.28,20.59,0.54,3.65,0.3,1.09,1.12,86.18,0.59,208.94,,28.23,60.15
25-07-2020 00:00,13.31,59.8,5.89,64.5,8.67,19.18,0.42,3.47,0.29,1.95,2.36,82.46,1.22,176.68,,28.58,53.61
26-07-2020 00:00,11.83,54.92,6.23,59.78,7.87,17.93,0.31,3.53,0.17,2.38,3.74,87.67,1.66,167.8,,27.81,33.74
27-07-2020 00:00,10.09,57.78,2.77,60.36,8.1,16.68,0.32,3.43,0.1,1.22,2.08,95.34,0.86,229.31,,26.26,31.44
28-07-2020 00:00,19.17,78.71,2.13,79.16,8.31,17.77,0.53,3.31,0.22,1.44,2,95.59,0.88,158.2,,25.92,39.09
29-07-2020 00:00,22.83,76.39,3.86,78.2,8.31,20.12,0.63,3.6,0.34,3.21,4.5,90.03,0.69,200.15,,27.53,53.1
30-07-2020 00:00,12.21,70.03,3.41,71.92,8.6,20.13,0.54,3.39,0.35,2.85,5.3,92,0.72,205.59,,27.12,38.86
31-07-2020 00:00,12.06,64.78,4.22,66.75,8.47,19.42,0.5,3.45,0.23,1.7,2.12,85.69,0.85,197.43,,28.54,39.79
01-08-2020 00:00,9.72,64.94,5.38,68.82,7.75,18.82,0.29,3.37,0.16,1.81,3.41,83.89,1.8,143.57,,28.77,41.67
02-08-2020 00:00,8.46,51.85,7.06,58.81,7.25,18.06,0.23,3.3,0.09,0.91,2.73,82.02,2.37,142.71,999.76,29,38.48
03-08-2020 00:00,6.76,34.16,8.34,42.5,6.68,15.8,0.15,3.58,0.04,0.63,2.22,88.44,1.62,174.27,998.54,27.84,23.75
04-08-2020 00:00,7.03,29.65,7.73,37.39,6.48,15.13,0.16,3.27,0.02,0.52,1.26,95.89,1.57,247.7,995.98,26.15,30.67
05-08-2020 00:00,9.75,31.41,9.3,40.71,6.51,15.3,0.21,3.78,0.03,0.64,0.81,98.43,1.77,254.61,993.58,25.55,35.79
06-08-2020 00:00,8.59,25.99,11.39,37.38,6.38,13.61,0.16,3.87,0.02,0.52,0.67,98.28,1.53,269.19,995.11,25.53,32.19
07-08-2020 00:00,11.92,26.95,9.4,36.35,6.19,13.4,0.16,3.6,0.01,0.45,0.62,92.73,1.21,228.83,998.29,27.1,47.17
08-08-2020 00:00,13.21,35.21,6.79,42,6.1,13.12,0.16,3.39,0.01,0.49,0.64,89.92,1.12,250.1,,27.68,55.64
09-08-2020 00:00,15.5,47.81,3.59,50.86,6.22,14.44,0.2,3.46,0.08,1.76,1.96,85.89,0.93,276.23,,28.8,68.3
10-08-2020 00:00,16.34,51.16,4.2,54.75,6.77,16,0.23,3.64,0.09,1.23,1.17,87.16,0.85,269.52,,28.53,62.55
11-08-2020 00:00,14.11,48.5,4.9,53.08,7.08,15.85,0.2,3.4,0.06,1.04,1.11,89.12,0.95,254.37,,27.79,55.99
12-08-2020 00:00,9.98,43.98,4.42,48.4,6.67,14.18,0.2,3.55,0.02,1.06,1.24,94.93,1.19,268.16,,26.37,45.27
13-08-2020 00:00,12.54,38.54,4.49,42.77,8.24,10.57,0.14,6.02,0.07,0.82,0.99,91.64,1.1,263.82,,27.26,53.65
14-08-2020 00:00,12,21.51,11.14,32.65,10.08,5.38,0.02,4.34,0.18,4.3,10.84,95.52,1.22,237.91,,25.85,45.3
15-08-2020 00:00,17.45,17.13,9.9,27.02,6.54,4.47,0.04,4.39,0.52,13.55,24.43,92.88,1.3,246.7,1000,26.97,75.97
16-08-2020 00:00,17.86,24.27,6.94,31.21,5.36,5.63,0.06,4.35,0.94,12.42,22.84,90.95,1.06,266.03,,27.59,77.19
17-08-2020 00:00,15.03,26.53,7.98,34.51,5.56,6.59,0.1,4.34,1.14,12.52,27.25,94.66,1.05,273.12,,26.48,69.63
18-08-2020 00:00,12.91,26.78,7.65,34.43,4.98,8.35,0.09,4.22,0.74,20.6,31.92,91.47,1.05,264.53,,26.99,49.01
19-08-2020 00:00,10.56,40.23,5.29,45.52,5.26,10.01,0.05,4.39,0.84,43.22,47.43,88.81,1.05,251.53,,27.52,53.12
20-08-2020 00:00,13.06,51.88,3.7,55.58,5.46,8.88,0.07,4.04,0.66,78.74,71.11,95.02,0.95,258.13,,26.36,86.38
21-08-2020 00:00,12.66,47.01,4.4,51.18,5.37,8.02,0.05,4.04,0.76,28.98,32,96.65,1.12,252.21,,25.82,68.41
22-08-2020 00:00,10.01,39.7,4.1,43.8,5.38,7.34,0,4.15,0.46,47.1,45.37,95.55,1.18,247.32,,26.41,82.63
23-08-2020 00:00,10.99,26.03,6.24,32.26,4.52,6.06,0,4.01,,,,,,,,,44.84
24-08-2020 00:00,12,28.51,6.08,34.6,4.52,4.97,0,4.19,0.7,37.22,56.44,92.28,0.84,213.66,,26.56,50.9
25-08-2020 00:00,11.63,65.8,3.52,68.65,11.33,7.24,1.56,5.46,1.32,20.5,40.14,85.62,1.03,232.3,,28.24,48.71
26-08-2020 00:00,8.55,74.59,6.35,75.53,14.67,15.31,0.07,4.03,0.15,5.09,14.82,78.71,0.88,242.96,,29.27,44.05
27-08-2020 00:00,10.64,50.69,2.84,51.26,8.66,11.75,0,4.5,0.49,22.9,31.68,85.58,0.81,248.84,,27.83,51.01
28-08-2020 00:00,13.33,66.81,1.8,68.04,5.05,11.99,0.01,4.52,0.51,32.12,39.68,97.1,0.96,216.98,,25.38,34.34
29-08-2020 00:00,15.79,77.28,1.9,78.17,4.01,12.32,0.04,4.54,0.44,33.75,44.92,98.63,0.86,239.65,,25.13,46.77
30-08-2020 00:00,11.85,55.17,3.07,57.94,4.25,11.99,0.02,4.33,0.65,21.38,41.13,95.49,0.97,252.88,,25.8,37.05
31-08-2020 00:00,10.37,41.26,4.16,45.1,4.29,10.35,0.01,4.3,0.64,11.07,23.94,91.56,1.06,217.35,,26.67,39.96
01-09-2020 00:00,16.87,63.21,3.42,66.03,3.37,11.09,0.03,4.37,0.52,10.7,32.9,87.66,0.74,248.43,,27.73,48.25
02-09-2020 00:00,27.24,80.68,8.39,84.54,2.74,13.45,0.34,4.52,0.8,14.33,37.66,86.98,0.64,261.41,,28.26,85.61
03-09-2020 00:00,20.25,48.93,9.94,58.07,3.47,12.49,0.09,4.22,0.68,14.91,30.66,82.74,0.77,255.37,,29.02,104.65
04-09-2020 00:00,36.35,42.11,18.22,60.33,3.57,12.27,0.2,4.55,0.4,28.63,43.99,78.23,0.69,226.26,,30.24,123.21
05-09-2020 00:00,54.51,38.17,21.93,60.11,3.78,12.41,0.25,4.66,0.77,36.68,52.57,81.97,1.05,224.91,,30.51,246.18
06-09-2020 00:00,136.25,42.82,17.18,60,3.73,12.61,0.32,4.32,0.66,50.3,71.3,83.53,0.71,243.48,,30.54,487.58
07-09-2020 00:00,20.21,36.39,16.65,53.04,3.62,11.61,0.07,4.28,0.39,46.66,65.97,84.21,1.09,229.96,,28.86,104.41
08-09-2020 00:00,24.46,51.7,10.06,61.75,3.89,11.77,0.1,4.41,0.56,10.2,31.27,78.5,0.9,225.25,,30.2,90.14
09-09-2020 00:00,27.89,45.58,12.78,58.36,4.01,12.24,0.12,4.32,0.57,20.45,33.11,82.13,0.74,230.83,,30.33,191.19
10-09-2020 00:00,26.52,50.01,12.77,62.78,4.09,12.55,0.13,4.19,0.88,25,39.77,81.42,0.81,198.52,,29.74,82.79
11-09-2020 00:00,34.13,43.13,16.18,59.3,4.24,13.02,0.15,4.26,0.64,16.45,28.6,83.71,0.97,193.66,999.49,29.13,166.16
12-09-2020 00:00,19.54,38.44,12.82,51.26,3.85,11.78,0.02,4.39,0.35,18.32,32.03,89.09,1.81,175.93,,27.61,124.89
13-09-2020 00:00,15.64,41.87,7.92,49.78,3.12,10.05,0,4.07,0.46,14.85,25.39,86.82,0.9,222.1,,27.91,46.09
14-09-2020 00:00,21.95,60.71,5.63,66.04,3.09,11.31,0.03,4.1,0.62,11.56,27.47,86.53,0.89,181.28,,27.52,63.08
15-09-2020 00:00,19.41,76.03,3.4,78.52,4.11,12.44,0.16,4.15,0.58,12.9,35.14,93.19,0.55,151.74,,25.92,64.28
16-09-2020 00:00,22.8,78.52,4.56,81.8,3.59,13.3,0.13,4.27,0.57,22.4,40.69,88.43,0.64,210.66,,27.83,132.99
17-09-2020 00:00,18.87,71.53,8.13,77.23,3.52,13.07,0.45,4.23,0.63,18.72,35.87,89.64,0.66,233.71,,27.24,58.99
18-09-2020 00:00,28,98.75,2.09,99,3.69,14.49,0.81,4.28,0.51,18.02,32.31,90.58,0.66,181.65,,26.82,79.82
19-09-2020 00:00,35.84,102.25,5.16,104.45,3.43,15.66,0.94,4.2,0.88,20.63,44.2,90.73,0.5,213.71,,27.39,268.48
20-09-2020 00:00,27.85,70.1,12.93,80.44,3.39,14.5,0.92,4.45,0.74,11.68,26.92,79.59,0.75,249.16,998.93,29.67,69.71
21-09-2020 00:00,35.71,78.09,7.34,84.3,3.66,15.23,0.96,4.17,0.97,16.24,31.81,87.57,0.72,176.25,999.24,28.39,135.62
22-09-2020 00:00,40.67,85.5,7.23,92.62,4.15,16.5,0.95,4.43,0.98,13.67,31.2,95.53,0.89,229.08,999.16,26.27,118.3
23-09-2020 00:00,12.11,49.4,12.17,61.56,4.1,13.29,0.53,4.4,0.4,9.67,30.56,99.72,2.34,218.77,999.86,25.23,219.8
24-09-2020 00:00,,76.85,8.92,85.77,3.91,13.88,0.71,4.29,0.73,11.62,35.4,89.83,0.95,188.96,,27.45,90.88
25-09-2020 00:00,,90.79,4.31,94.41,3.39,14.45,0.82,4.17,0.59,12.92,35.59,88.87,0.52,216.09,,27.43,112.29
26-09-2020 00:00,13.37,64.66,10.97,74.02,3.49,12.94,0.61,4.17,0.68,12.09,30.22,75.41,0.75,283.35,,29.78,95.6
27-09-2020 00:00,11.69,83.3,6.81,87.89,3.14,14.02,0.71,4.15,0.88,11.19,35.76,78.63,0.72,232.32,,29.13,95.03
28-09-2020 00:00,23.59,82.59,7.29,88.57,3.18,14.68,0.85,4.14,0.83,10.51,33.95,79.75,0.78,177.7,,28.8,107.69
29-09-2020 00:00,23.89,82.78,10.33,90.66,3.42,15.08,1,4.2,0.71,14.58,34.78,80.42,0.64,212.91,,28.62,135.56
30-09-2020 00:00,23.94,79.93,8.03,87.79,3.64,15.21,0.97,4.21,0.55,15.21,39.22,81.68,0.61,224.14,,28.12,136.36
01-10-2020 00:00,30.55,67.53,10.99,78.37,3.58,14.15,0.81,4.36,0.67,10.13,29.25,76.16,0.77,243.43,,29.38,132.68
02-10-2020 00:00,40.73,62.55,14.78,77.33,3.55,13.96,0.89,4.13,0.69,11.8,28.98,79.1,0.69,217.41,,29.52,168.37
03-10-2020 00:00,34.53,46.92,17.92,64.84,3.77,13.52,0.79,4.39,0.43,10.93,25.6,84.66,1.04,234.75,,28.78,346.99
04-10-2020 00:00,23.31,57.32,14.87,72.19,3.92,13.54,0.79,4.43,0.61,10.31,37.86,89.83,1.2,203.05,,26.64,60.67
05-10-2020 00:00,20.54,79.66,9.14,88.8,3.39,15.15,0.92,4.17,0.7,13.1,34.07,85.73,0.5,248.82,,28.21,64.34
06-10-2020 00:00,23.65,86.8,11.37,97.49,3.6,15.34,1.12,4.18,0.7,12.73,31.71,84.67,0.61,256.13,,28.42,128.13
07-10-2020 00:00,49.95,68.44,20.43,87.26,3.48,14.83,1.16,4.17,0.78,11.45,32.48,78.97,0.65,240.05,,29.93,186.22
08-10-2020 00:00,58.82,54.61,22.88,77.49,3.78,14.33,1.11,4.13,0.61,10.4,33.42,80.33,0.66,244.58,,30.24,235.08
09-10-2020 00:00,76.01,52.65,24.82,77.47,3.96,14.59,1.18,4.32,0.75,11.97,37.05,71.9,0.68,235.17,,31.22,229.09
10-10-2020 00:00,141.49,79.4,14.45,93.85,3.46,15.88,1.45,4.5,1.23,14.23,34.21,76.46,0.73,175.14,,30.8,316.81
11-10-2020 00:00,47.42,56.61,20.37,76.98,3.62,14.65,0.88,4.14,0.57,10.43,33.51,81.57,0.73,225.44,,30.03,199.13
12-10-2020 00:00,,66.57,16.1,82.67,3.93,15.24,0.9,4.12,1.05,11.19,34.36,83.17,0.76,202.61,999.89,29.56,174.26
13-10-2020 00:00,,60.71,18.46,79.17,6.31,19.54,1.06,4.81,1.06,13.26,31.13,84.62,0.9,184.79,999.78,29.7,278.13
14-10-2020 00:00,,71.52,14.53,85.49,7.87,33.08,1.37,5.23,1.04,29.15,37.9,87.67,0.71,192.89,999.94,28.29,103.79
15-10-2020 00:00,,66.39,15.04,81.43,6.61,30.45,1.19,4.2,0.67,23.15,42.46,95.28,2.37,271.69,997.92,26.66,59.55
16-10-2020 00:00,,88.1,9.62,97.24,5.65,32.38,1.21,4.37,0.79,25.54,45.03,80.2,1.24,167.19,998.74,29.05,69
17-10-2020 00:00,,68.59,17.05,85.65,5.77,29.68,0.77,4.02,0.73,19.88,37.12,73.64,2.31,141.58,,29.18,82.53
18-10-2020 00:00,,106.3,5.03,110.05,5.85,30.33,0.82,4.29,1.1,21.38,34.44,79.8,1.25,167.67,,28.22,92
19-10-2020 00:00,,86.45,3.76,89.43,6.64,30.61,0.82,4.26,1.12,30.66,38.66,85.07,0.57,205.85,,28.25,93.05
20-10-2020 00:00,25.87,83.08,16.17,92.83,7.43,30.61,1.1,4.29,0.47,33.13,46.05,86.19,0.52,173.88,,28.5,118.87
21-10-2020 00:00,33.29,73.15,18.2,91.34,4.86,29.48,1.12,31.26,0.27,32.07,81.72,65.04,1.11,264.23,,34.37,110.44
22-10-2020 00:00,,,,,,,,,,,,,,,,,
23-10-2020 00:00,,44.69,27.46,72.16,4.97,30,1.34,16.24,0.58,26.03,41.42,79.81,0.55,261.98,,30.14,138.88
24-10-2020 00:00,,102.42,10.25,112.68,3.83,31.47,1.67,24.16,1.92,41.22,62.94,86.25,0.74,177.54,,29.26,134.56
25-10-2020 00:00,,46.96,24.73,71.69,4.04,28.87,1.07,68.1,0.69,28.31,35.99,77.65,0.81,216.86,,30.46,106.63
26-10-2020 00:00,,42.36,27.35,69.72,10.56,28.35,1.24,49.29,0.83,20.79,33.05,72.69,0.7,213.29,,29.76,144.99
27-10-2020 00:00,,69.34,23.7,93.04,10.52,28.9,1.41,45.49,0.76,27.1,46.64,58.02,0.59,233.68,,30.67,164.81
28-10-2020 00:00,,61.67,32.75,94.42,8.19,30.98,1.66,59.66,1.08,32.82,51.17,67.01,0.65,219.44,,30.26,176.25
29-10-2020 00:00,,41.04,33.54,74.57,7.86,30.07,1.49,62.35,0.85,30.82,48.28,69.59,0.67,233.1,,29.81,158.65
30-10-2020 00:00,21.3,42.06,39.46,81.52,8.85,29.51,1.44,70.76,0.55,27.47,42.61,66.95,0.7,208.84,,30,154.06
31-10-2020 00:00,18.33,64.19,35.33,99.52,7.33,29.47,1.55,49.69,0.57,26.34,43.07,59.46,0.7,217.19,,29.54,154.09
01-11-2020 00:00,17.14,75.33,34.09,109.42,6.44,29.67,1.51,40.38,0.92,19.26,45.14,57.27,0.61,243.37,,29.56,131.42
02-11-2020 00:00,23.67,60.37,67.15,127.52,6.48,29.95,1.82,48.26,0.94,25.94,50.49,59.25,0.72,211.75,,31.75,182.44
03-11-2020 00:00,41.02,54.71,42.67,97.39,7.33,29.54,1.77,46.46,0.97,27.51,45.89,61.66,0.59,221.45,,30.39,198.64
04-11-2020 00:00,56.92,81.55,41.57,123.12,6.52,31.82,1.92,39.24,0.91,35.99,66.66,59.8,0.58,225.74,,30.18,198.43
05-11-2020 00:00,48.65,67.06,34.83,101.89,7.35,30.47,1.59,65.32,0.91,34.83,56.54,53.24,0.71,208.59,,30.07,155.41
06-11-2020 00:00,42.15,59.83,36.92,96.75,8.96,27.29,1.35,69.52,0.74,22.47,47.54,49.63,0.82,190.1,,29.59,147.22
07-11-2020 00:00,50.14,70.45,42.22,112.68,10.56,27.07,1.67,50.61,0.77,30.01,59.35,59.29,0.56,190.67,,28.46,179.58
08-11-2020 00:00,45,59.11,36.82,95.93,8.9,28.32,1.52,79.71,0.71,44.95,57.99,50.61,0.73,173.16,,30.16,155.69
09-11-2020 00:00,47.07,59.12,38.07,97.2,8.55,29.03,1.51,66.21,0.7,45.9,58.62,51.86,0.68,177.96,,29.41,150.25
10-11-2020 00:00,52.22,57.65,44.53,102.18,9.87,28.23,1.47,60.22,0.74,54.45,68.9,52.01,0.8,166.28,,28.28,162.34
11-11-2020 00:00,52.7,41.67,51.78,93.46,17.05,23.85,1.46,78.87,0.56,48.72,69.35,46.07,0.86,169.58,,27.52,179.84
12-11-2020 00:00,52.04,29.22,54.88,84.1,26.95,19.67,1.52,91,0.44,20.25,38.66,44.47,0.73,187.52,,28.38,170.51
13-11-2020 00:00,47.32,70.2,46.24,116.45,31.17,20.69,1.95,28.43,0.88,49.67,80.25,60.99,0.51,185.02,,27.07,164.24
14-11-2020 00:00,36.88,52.64,34.9,87.54,29.64,20.24,1.51,58.81,0.42,40.34,63.13,62.08,0.81,200.46,,30.05,130.61
15-11-2020 00:00,39.89,36.47,33.67,70.14,22.06,21.89,1.43,65.84,0.41,99.9,125.65,66.54,0.59,219.65,,30.23,127.46
16-11-2020 00:00,43.08,31.86,42.96,74.82,20.75,20.77,1.55,70.04,1.01,168.72,273.6,62.53,0.66,221.17,,30.54,140.16
17-11-2020 00:00,47.47,46.19,34.81,81,14.91,14.53,1.39,56.53,1.4,232.2,412.93,62.96,0.62,218.21,,30.62,152.54
18-11-2020 00:00,48.31,35.54,41.63,77.17,18.65,15.17,1.46,59.83,1.07,63.91,197.35,66.65,0.64,211.3,,30.11,158.89
19-11-2020 00:00,47.63,35.28,38.79,74.07,21.47,14.59,1.42,75.33,0.49,16.28,32.37,64.64,0.63,210.7,,29.74,187.51
20-11-2020 00:00,45.79,41.83,43.49,85.32,24.7,14.92,1.51,52.86,0.47,22.95,35.11,60.73,0.62,227.12,,29,164
21-11-2020 00:00,53.3,64.36,25.8,90.15,25.87,15.37,1.7,42.42,0.6,23.84,47.21,64.54,0.5,181.48,,27.52,178.6
22-11-2020 00:00,53.59,29.61,57.56,87.17,19.63,14.57,1.47,75.62,0.39,45.51,64.06,63.9,0.66,254.19,,29.7,180.6
23-11-2020 00:00,34.24,62.06,36.49,98.55,22.36,15.29,1.42,30.22,0.32,41.85,76.95,57.01,0.67,219.81,,28.43,130.41
24-11-2020 00:00,50.33,52.21,44.35,96.57,27.25,15.34,1.45,54.92,0.54,12.82,31.43,58.67,0.49,199.35,,28.29,170.21
25-11-2020 00:00,68.14,68.85,52.02,120.88,26.83,17.51,1.93,52.15,0.77,19.25,43.7,61.27,0.59,207.09,,28.46,231.17
26-11-2020 00:00,62.8,50.17,53.34,103.52,27.98,16.42,1.8,65.03,0.64,21.17,54.73,62.06,0.67,209.1,,28.12,214.12
27-11-2020 00:00,35.85,16.82,37.83,54.65,27.35,11.18,1.07,106.89,0.22,10.7,27.85,44.51,1,197.11,,29,141.11
28-11-2020 00:00,36.54,31.15,37.03,68.19,27.27,12.56,1.15,69.55,0.34,16.24,27.49,53.27,0.78,200.4,,28.14,155.19
29-11-2020 00:00,26.27,80.4,25.59,105.99,22.72,18.84,1.31,44.22,0.57,34.08,51.3,62.01,0.88,188.5,,29.11,115.09
30-11-2020 00:00,35.15,41.65,46.34,88,25.22,19.04,1.4,53.8,0.47,35.74,55.53,64.05,0.59,202.23,,29.31,130.4
01-12-2020 00:00,41.42,57.35,35.43,92.78,25.67,19.21,1.45,72.12,0.41,30.85,53.27,62.43,0.72,170.67,,30.52,141.62
02-12-2020 00:00,51.19,24.8,54.29,79.09,26.84,17.66,1.46,77.25,0.33,36.18,52.38,61.08,0.74,227.66,,30.88,181.18
03-12-2020 00:00,48.5,48.37,46.63,95,24.07,16.76,1.48,73.12,0.46,50.28,81.41,55.73,0.72,197.91,,28.84,177.31
04-12-2020 00:00,56.99,47.02,27.73,73.94,13.8,19.82,1.15,48.03,0.3,23.48,43.52,55.27,0.62,180.94,,28.09,210.45
05-12-2020 00:00,55.32,15.83,23.45,34.51,6.75,23.34,0.32,55.37,0.2,58.55,30.66,56.28,0.66,183.39,,27.88,203.86
06-12-2020 00:00,40.12,71.38,39.19,110.57,26.14,20.28,1,78.32,0.55,171.27,206.58,46.42,0.82,173.87,,28.32,156.25
07-12-2020 00:00,49.28,72.51,41.21,113.72,25.32,17.63,1.37,50.29,0.44,62.28,103.06,48.26,0.62,180.71,,28.36,187.13
08-12-2020 00:00,51.62,141.31,36.23,177.55,30.2,15.15,1.36,41.26,0.5,23.7,61.38,52.74,0.57,189.39,,28.37,196.68
09-12-2020 00:00,48.21,69.72,40.1,123.84,38.83,9.8,1.22,43.89,0.38,18.36,40.68,55.33,0.69,187.01,,29.16,182.67
10-12-2020 00:00,52.7,60.08,37.57,97.65,47.28,11.4,1.48,46.14,0.24,8.74,9.88,64.21,0.58,203.64,,29.56,180.98
11-12-2020 00:00,51.73,37.55,28.47,66.03,36.07,9.8,1.19,43.55,0.14,11.67,10.89,75.69,0.61,177.2,,26.48,180.12
12-12-2020 00:00,46.38,53.54,24.12,77.66,34.75,10.03,1.34,22.22,0.15,9.64,10.31,76.09,0.57,217.25,,26.55,162.01
13-12-2020 00:00,36.77,46.22,16.94,63.16,26.53,10.17,1.02,44.22,0.05,26.45,18.05,76.43,0.68,168.47,,25.46,122.85
14-12-2020 00:00,29.78,40.6,17.85,58.45,23.55,7.32,0.92,21.38,0.04,24.22,20.7,86.95,0.65,168.03,,24.28,103.95
15-12-2020 00:00,56.04,47.44,28.91,76.35,29.67,9.72,1.26,30.94,0.18,9.45,11.58,79.58,0.62,206.83,,26.33,186.6
16-12-2020 00:00,69.28,45.71,36.54,82.24,29.1,10.44,1.44,28.33,0.14,15.35,14.22,78.17,0.53,210.4,,26.62,219.52
17-12-2020 00:00,71.8,63.78,34.04,97,25.52,9,1.65,30.22,0.14,20.06,22.84,76.33,0.56,200.19,,26.78,233.42
18-12-2020 00:00,64.63,56.62,38.5,95.11,28.27,8.41,1.54,37.84,0.19,4.42,7.86,70.73,0.67,197.86,,27.31,213.88
19-12-2020 00:00,52.01,48.83,30.72,79.55,27.6,5.57,1.2,55.23,0.14,10.13,9.73,60.21,0.73,163.17,,27.63,180.95
20-12-2020 00:00,48.41,46.02,28.93,74.96,31.08,7.85,1.04,69.73,0.12,23.46,17.43,55.69,0.75,175.37,,27.37,162.81
21-12-2020 00:00,45.84,47.87,33.26,81.13,28.51,6.12,1.05,55.77,0.12,21.69,18.53,53.09,0.79,163.62,,26.55,170.32
22-12-2020 00:00,49.24,72.77,37.06,109.84,37.28,12.56,1.35,52.38,0.25,8.7,9.76,52.28,0.55,180.52,,26.09,197.38
23-12-2020 00:00,55.86,89.6,39.36,128.97,36.21,10.56,1.61,34.31,0.27,8.31,10.76,56.27,0.49,198.89,,25.58,211.04
24-12-2020 00:00,61.81,71.92,41.54,113.46,38.61,10.71,1.56,53.54,0.16,19.99,17.98,59.73,0.54,188.01,,25.86,231.72
25-12-2020 00:00,69.84,88.32,45.98,134.29,38.24,12.9,1.8,53.98,0.23,26.72,23.17,59.5,0.6,179.65,,27.43,248.32
26-12-2020 00:00,69.07,67.34,53.43,120.78,33.22,10.31,1.71,49.42,0.23,5.7,7.81,61.35,0.64,182.94,,27.63,240.34
27-12-2020 00:00,71.17,37.84,48.65,86.49,36.03,11.19,1.43,80.01,0.18,8.57,6.99,64.66,0.56,204.97,,27.41,232.19
28-12-2020 00:00,52.57,32.76,41,73.76,33.6,7.69,1.08,54.94,0.11,7.1,7.8,54.71,0.64,218.35,,24.6,207.29
29-12-2020 00:00,69.86,50.67,47.73,98.4,38.26,10.2,1.3,35.21,0.22,5.83,6.87,59.9,0.49,189.86,,24.22,262.7
30-12-2020 00:00,82.18,65.76,41.36,107.12,35.52,8.99,1.72,27.91,0.33,5.79,7.45,67.15,0.52,193.5,,24.93,292.95
31-12-2020 00:00,76.17,61.01,45.27,106.28,37.25,9.24,1.66,53.17,0.32,7.1,7.8,62.88,0.76,183.26,,26.71,264.43
01-01-2021 00:00,79.83,61.87,45.14,107.01,39.47,12.29,1.68,49.45,0.34,10.69,9.09,68.13,0.65,194.12,,27.31,251.71
02-01-2021 00:00,93.85,45.21,37.23,82.43,35.02,8.67,1.59,39.51,0.27,3.77,6.31,75.09,0.56,208.32,,26.29,290.14
03-01-2021 00:00,81.69,34.97,40.89,75.85,29.72,6.53,1.42,56.56,0.24,4.14,6.12,68.57,0.51,200.71,,25.73,259.06
04-01-2021 00:00,78.85,30.57,46.36,76.92,32.89,8.82,1.44,54.3,0.24,8.79,8.17,67.37,0.54,208.87,,24.93,253.35
05-01-2021 00:00,79.48,16.82,44.29,61.12,34.94,7.5,1.23,71.91,0.19,6.22,6.95,66.35,0.58,212.72,,24.92,262.03
06-01-2021 00:00,98.73,32.05,63.48,95.53,32.31,6.55,1.74,61.4,0.27,6.23,7.67,63.95,0.61,246.2,,26.35,304.66
07-01-2021 00:00,92.12,44.65,59.85,104.49,28.08,20.78,1.78,39.25,0.3,8.96,8.41,64.53,0.54,202.83,,27.28,288.45
08-01-2021 00:00,90.77,90.03,26.85,117.82,29.8,23.34,1.94,13.98,0.52,10.51,9.68,79.03,0.48,216.44,,26.58,276.62
09-01-2021 00:00,84.41,88.69,25.51,114.2,33.68,17.89,1.73,22.9,0.21,3.9,5.65,76.46,0.5,230.35,,27.5,278.48
10-01-2021 00:00,72.66,76.19,25.45,100.17,25.51,17.39,1.82,36.12,0.27,4.55,7.44,73.87,0.57,230.03,,28.61,242.36
11-01-2021 00:00,64.45,71.25,26.44,97.69,27.76,21.61,1.76,41.61,0.39,7.9,7.95,70,0.58,228.23,,29.35,221.22
