From Date,PM2.5,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,MP-Xylene,RH,WS,WD,BP,AT,PM10
12-01-2021 00:00,61.17,63.98,39.33,99.54,32.6,20.66,1.56,49.2,0.39,8.35,7.78,64.59,0.62,228.49,,29.87,218.77
13-01-2021 00:00,62.22,73.51,26.25,99.77,28.81,18.19,1.65,35.14,0.18,4.02,6.7,62.98,0.58,235.76,,28.91,230.95
14-01-2021 00:00,57.36,28.74,53.09,81.83,24.81,13,1.24,81.34,0.13,6.32,7.88,58.54,0.7,258.64,,29.01,214.32
15-01-2021 00:00,46.17,39.42,37.36,76.77,28.95,13.42,1.09,56.37,0.12,7.27,7.64,68.14,0.59,217.31,,25.67,172.97
16-01-2021 00:00,54.79,60.69,45.41,106.1,29.83,14.58,1.28,52.82,0.13,6.24,6.22,62.66,0.52,211.09,,25.22,200.57
17-01-2021 00:00,56.14,63.39,41.41,104.81,23.37,13.11,1.32,50.67,0.12,5.28,7.06,63.82,0.56,226.74,,26.3,211.5
18-01-2021 00:00,34.85,56.23,39.55,95.78,28.42,14.08,1.16,38.7,0.08,9.07,6.66,63.69,0.59,211.33,,24.61,142.78
19-01-2021 00:00,62.85,109.33,40.59,149.92,28.34,17.96,1.65,36.84,0.26,9.04,9.02,55.4,0.53,201.82,,,237.54
20-01-2021 00:00,55.64,77.97,47.26,125.23,26.97,15.31,1.56,37.93,0.24,4.67,5.47,52.07,0.58,229.58,,,233.55
21-01-2021 00:00,64.47,29.31,61.01,90.32,36.34,17.76,1.35,78.21,0.12,6.01,6.3,55.82,0.64,225.5,,27.69,228.06
22-01-2021 00:00,84.27,50.62,54.98,105.6,30.81,15.38,1.59,55.17,0.2,7.68,7.77,62.99,0.54,215.02,,26.01,277.84
23-01-2021 00:00,94.66,99.31,56.54,155.85,27.58,18.01,2.12,38.55,0.64,5.62,9.38,64.42,0.51,191.91,,26.06,297.14
24-01-2021 00:00,62.05,100.79,69.04,169.83,27.81,15.81,1.68,30.15,1.88,1.76,16.44,64.23,0.5,217.92,,25.75,231.13
25-01-2021 00:00,75.21,20.8,89.51,110.31,24.84,9.36,1.22,70.17,1.53,3.63,22.87,56.79,0.63,224.68,,26.07,291.77
26-01-2021 00:00,74.69,20.27,75.64,95.91,23.03,7.53,1.25,78.77,1.71,3.41,26.3,64.27,0.56,221.59,,24.51,260.25
27-01-2021 00:00,74.89,44.07,80.25,124.32,24.14,9.68,1.67,44.77,2.24,3.21,22,67.14,0.49,209.05,,23.68,258.12
28-01-2021 00:00,77.41,49.48,60.77,110.25,21.81,9.53,1.79,63.37,1.95,2.6,31.34,63.73,0.61,225.69,,25.42,281.09
29-01-2021 00:00,82.29,76.27,56.81,133.08,26.15,14.03,1.84,31.23,1.59,3.18,17.33,66.43,0.47,195.1,,23.83,290.92
30-01-2021 00:00,63.89,98.91,63.43,162.3,27.08,16.19,1.99,38.8,2.47,3.27,23.16,54.2,0.58,220.21,,26.61,248.01
31-01-2021 00:00,59.3,110.47,51.91,161.76,24.53,15.28,1.75,41.03,2.08,3.24,32.94,51.87,0.61,212.74,,26.11,224.29
01-02-2021 00:00,60.09,68.6,42.77,111.36,32.15,16.21,1.62,47.81,1.61,3.56,29.85,55.29,0.61,204.28,,27.73,218.46
02-02-2021 00:00,52.4,90.95,38.21,126.29,32.79,17.81,1.55,46.45,1.54,3.67,32.97,50,0.7,189.45,,28.44,200.15
03-02-2021 00:00,50.89,78.22,40.13,118.35,42.6,26.12,1.5,52.51,2.67,3.9,20.89,48.18,0.68,200.84,,28.8,219.48
04-02-2021 00:00,56.66,72.35,43.47,115.82,40.32,19.45,1.51,50.03,1,2.51,22.78,54.87,0.56,204.23,,26.86,214.77
05-02-2021 00:00,47.53,49.89,43.7,93.59,35.72,15.84,1.22,49.7,1.72,4.52,25.02,54.66,0.7,218.82,,26.37,188.7
06-02-2021 00:00,45.88,57.34,46.24,103.59,37.53,18.24,1.1,49.87,2.53,4.31,19.47,44.91,0.71,205.72,,26.53,188.2
07-02-2021 00:00,34.39,26.96,41.44,68.4,35.14,13.06,0.85,92.28,1.65,2.71,18.17,40.35,0.83,185.53,,26.97,143.35
08-02-2021 00:00,37.59,46.68,27.23,97.92,39.12,12.07,1.09,74.41,1.89,3.51,25,38.07,0.91,180.59,,27.7,163.9
09-02-2021 00:00,51.71,76,77.26,146.42,38.65,25.82,1.39,40.76,2.23,3.21,26.22,41.14,0.69,191.97,,28.36,224.31
10-02-2021 00:00,69.66,147.71,50.46,197.12,37.43,22.82,1.85,2.96,1.99,3.77,30.89,54.98,0.53,204.54,,26.42,255.49
11-02-2021 00:00,75.04,96.49,58.58,155.07,44.41,21.69,1.83,0.07,2.49,3.3,26.62,58.28,0.49,203.83,,26.01,268.46
12-02-2021 00:00,80.01,138.33,44.78,183.11,35.17,20.08,2.21,60.58,1.59,3.35,28.11,57.97,0.61,202.3,,26.84,289.71
13-02-2021 00:00,47.52,76.97,52.44,129.41,3.64,21.1,1.26,34.31,2.9,3.27,27.97,57.61,0.58,219.35,,27.05,183.92
14-02-2021 00:00,,44.23,46.65,90.87,5.44,,0.99,41.63,2.24,3.02,18.75,65.99,0.61,214.21,,26.51,164.23
15-02-2021 00:00,,45.29,39.14,84.43,5.33,7.99,0.88,34.8,2.28,4.36,23.45,67.5,0.64,212.51,,26.09,132.07
16-02-2021 00:00,38.47,42.99,25.12,68.1,3.92,5.64,0.71,27.85,1.29,4.42,26.22,77.13,0.64,220.24,,25.49,112.82
17-02-2021 00:00,35.16,31.86,33.45,65.31,5.66,6.93,0.8,43.16,1.48,2.68,25.35,72.17,0.68,214.26,,25.77,138.59
18-02-2021 00:00,67.62,54.05,41.18,95.23,2.11,11.92,1.36,61.66,1.77,3.76,22.55,66.07,0.95,177.86,,27.21,239.82
19-02-2021 00:00,32.78,36.36,42.5,78.85,2.18,8.71,0.79,53.06,1.26,3.96,24.74,57.07,1.05,162.09,,27.14,126.81
20-02-2021 00:00,42.23,65.12,37.7,102.81,2.44,16.03,1.03,36.1,2.22,3.86,21.39,52.47,0.99,182.22,,27.63,160.49
21-02-2021 00:00,34.69,38.17,39.5,77.67,3.63,10.79,0.8,61.68,2.11,3.55,24,46.18,0.91,168.59,,28.48,127.59
22-02-2021 00:00,19.34,52.77,46.06,98.83,4.39,11.82,1.13,58.85,2.28,2.94,24.76,49.93,0.78,194.59,,29.7,156.29
23-02-2021 00:00,49.56,93.38,41.54,134.92,31.16,13.42,1.45,48.32,3.01,3.53,18.24,52.1,0.65,215.16,,29.4,215.49
24-02-2021 00:00,66.63,135.03,44.22,178.46,0.75,22.04,2.06,43.38,1.76,3.86,17.79,51.25,0.59,212.02,,29.99,254.42
25-02-2021 00:00,56.6,153.67,28.93,181.45,3.68,18.26,1.63,32.67,1.82,3.65,27.89,49.38,0.7,225.51,,29.69,213.14
26-02-2021 00:00,38.39,93.23,34.17,126.02,7.34,15.42,1.11,32.28,2.93,2.95,39.76,59.89,0.73,250.07,,28.36,146.52
27-02-2021 00:00,32.21,51.37,40.89,92.25,15.03,9.87,0.84,34.34,5.72,1.95,76.62,59.2,0.75,226.14,999.89,29.02,132.89
28-02-2021 00:00,41.69,49.9,46.46,95.75,17.26,9.98,0.97,50.68,5.72,1.95,76.62,50.88,0.74,233.14,999.75,30.25,152.07
01-03-2021 00:00,49.59,84.31,46.79,131.1,16.86,14.86,1.37,40.33,5.72,1.95,76.62,49.11,0.7,236.28,,30.59,191.22
02-03-2021 00:00,58.35,130.86,40.91,169.54,16.55,19.65,1.53,30.48,5.72,1.95,76.62,52.29,0.64,223.69,,28.8,218.38
03-03-2021 00:00,55.64,51.05,64.27,115.34,27.42,20.62,1.35,78.82,5.72,1.95,76.62,47.73,0.76,258.62,,30.67,205.19
04-03-2021 00:00,50.02,72.93,44.68,117.61,30.55,21.69,1.43,43.13,5.72,1.95,76.62,49.72,0.66,219.84,,29.77,228.68
05-03-2021 00:00,58.98,120.96,44.22,163.82,27.08,20.56,2.01,38.73,5.72,1.95,76.62,53.61,0.67,211.14,,30.57,246.47
06-03-2021 00:00,34.89,45.57,30.03,75.6,32.27,14.08,0.87,36.29,3.79,2.97,48.26,74.15,0.82,226.42,,28.85,141.02
07-03-2021 00:00,43.91,90.6,14.82,105.42,23.72,13.38,1.09,15.44,2.58,2.09,17.86,64.43,0.49,229.78,,27.54,154.6
08-03-2021 00:00,30.65,97.41,29.6,126.39,26.83,15.89,1.13,19.79,1.55,4.54,28.25,52.79,0.71,231.47,,29.84,152.53
09-03-2021 00:00,46.33,81.15,26.25,107.4,26.11,15.9,1,33.47,1.27,3.37,24.5,62.93,0.78,194.89,,28.78,191.13
10-03-2021 00:00,50.58,96.91,32.49,129.4,24.37,17.67,1.37,34.32,2.15,3.01,27.29,58.9,0.74,249.63,,29.83,187.77
11-03-2021 00:00,36.44,63.04,17.78,80.46,25.84,15.49,0.79,24.18,1.6,3.54,24.56,67.25,0.67,232.88,,28.12,144.47
12-03-2021 00:00,30.51,62.93,20.91,81.7,23.87,14.59,0.79,23.79,1.75,3.24,20.67,61.44,0.68,235.98,,28.99,142.71
13-03-2021 00:00,44.07,59.43,32.32,91.74,23.43,16.45,1.05,77.36,1.75,2.92,16.8,54.01,0.91,238.52,,30.49,200.99
14-03-2021 00:00,57.77,62.69,40.54,103.23,19.11,13.94,1.15,43.7,1.98,2.92,26.53,47.98,0.66,232.32,1000,30.07,212.9
15-03-2021 00:00,62.02,75.97,44.97,120.94,24.69,12.47,1.34,56.04,1.24,3.09,18.97,45.55,0.78,239.19,999.65,31,229.08
16-03-2021 00:00,51.45,108.25,41.46,149.72,19.54,6.44,1.37,35.74,3.08,2.74,25.86,42.4,0.79,242.31,999.66,31.18,226.54
17-03-2021 00:00,58.32,122.27,30.72,151.7,24.17,6.49,1.29,42,1.87,3.4,22.41,51.19,0.73,224.77,998.69,30.6,235.6
18-03-2021 00:00,47.82,96.83,25.27,122.09,24.04,6.15,1.2,32.32,3.25,4.02,25.81,57.38,0.76,236.5,999.5,30.17,184.59
19-03-2021 00:00,47.82,64.1,19.25,83.35,7.25,4.98,0.86,22.55,2.6,2.72,17.87,59.61,0.76,232.38,999.65,29.55,193.01
20-03-2021 00:00,55.91,51.26,13.68,64.75,14.25,3.32,0.59,18,2.28,3.68,26.2,67.06,0.82,265.49,998.62,28.68,212.28
21-03-2021 00:00,51.91,59.64,15.55,74.67,24.16,3.47,0.7,27.59,2.97,2.87,20.89,67.87,0.66,224.62,998.65,29.28,184.66
22-03-2021 00:00,42.01,58.83,20.66,79.03,25.99,7.87,0.86,24.46,1.45,4.53,24.85,68.54,0.75,233.44,999.41,29.71,172.07
23-03-2021 00:00,47.57,69.74,38.96,108.21,26.15,10.69,1,37.68,0.97,3.41,29.1,52.24,0.73,227.78,999.76,30.72,188
24-03-2021 00:00,61.89,76,45.26,121.26,18.21,9.49,1.39,51.55,1.36,3.22,13.75,50.51,0.81,226.17,999.53,31.54,223.6
25-03-2021 00:00,59.43,103.93,42.02,145.95,17.15,10.57,1.3,24.27,2.22,3.5,26.04,39.19,0.71,232.99,999.28,31.89,219.64
26-03-2021 00:00,68.76,158.49,43.75,199.71,23.68,15.1,1.69,37.16,1.7,4.14,22.06,39.03,0.67,232.46,998.93,32.39,256.07
27-03-2021 00:00,62.4,169.44,51.32,217.93,19.59,18.13,1.83,45.8,1.56,2.69,22.55,36.41,0.7,207.69,998.5,33.11,237.89
28-03-2021 00:00,63.4,127.36,29.12,156.47,19.78,13.75,1.58,22.76,2.27,3.34,21.69,61.72,0.85,196.85,998.34,30.31,195.66
29-03-2021 00:00,35.28,33.04,19.65,52.69,22.52,8.92,0.66,21.6,1.64,2.09,15.6,72.11,0.76,230.26,998.37,30.17,120.38
30-03-2021 00:00,19.24,56.61,9.58,66.2,24.9,10.99,0.44,16.42,1.89,3.41,25.97,73.51,0.67,232.79,998.5,29.11,62.61
31-03-2021 00:00,25.47,82.18,8.6,87.68,23.14,12.61,0.58,10.84,2.73,3.07,27.19,74.06,0.69,237.71,998.07,28.75,50.02
01-04-2021 00:00,41.74,61.05,5.57,66.49,26.46,11.07,0.38,13.69,1.23,3.12,27.31,76.26,0.87,217.53,997.89,29,132.39
02-04-2021 00:00,45.51,75.38,6.12,80.24,30.03,13.62,0.37,24.85,2,4.46,30,70.43,1.1,211.37,998.15,29.21,165.23
03-04-2021 00:00,20.44,39.27,11.86,51.12,20.69,6.53,0.24,20.12,1.13,2.75,33.92,71.61,0.91,228.48,999.04,29.35,125.51
04-04-2021 00:00,31.01,33.67,13.72,47.4,17.8,4.64,0.22,18.3,2.63,3.12,39.13,72.64,0.86,238.24,999.57,29.44,100.1
05-04-2021 00:00,27.46,47.29,10.32,57.61,18.94,5.67,0.38,17.38,1.01,3.64,20.13,74.85,0.75,247.4,999.06,29.41,67.92
06-04-2021 00:00,35.09,58.42,30.13,84.93,17.63,6.86,0.73,24.06,1.86,2.9,26.99,57.96,0.86,254.23,998.68,32.32,134.76
07-04-2021 00:00,30.11,46.99,15.88,62.87,24.66,8.22,0.61,21.23,1.64,3.3,25.1,65.65,0.76,245.55,999.27,30.71,115.81
08-04-2021 00:00,15.61,61,9.84,69.93,22.11,8.46,0.45,18.17,1.67,3.98,24.58,75.06,0.63,239.82,998.81,29.6,84.63
09-04-2021 00:00,32.09,45.45,11.63,57.08,24.83,8.12,0.44,22.15,2.53,3.38,18.61,75.99,0.77,227.05,998.51,29.68,93.36
10-04-2021 00:00,33.62,59.66,10.61,69.19,25.27,11.14,0.47,28.7,1.87,3.08,18.5,73.74,0.92,228.58,998.8,30.05,125
11-04-2021 00:00,10.88,61.7,10.31,70.61,21.62,12.05,0.49,29.45,2.91,4.34,16.26,73.19,0.77,222.41,999.48,30.36,102.84
12-04-2021 00:00,17.04,52.59,15.64,67.8,18.06,9.99,0.55,23.72,2.69,2.94,17.72,67.81,0.93,238.5,998.96,31.5,104.81
13-04-2021 00:00,34.37,48.81,15.61,64.42,21.12,7.03,0.69,32.37,1.48,3.59,14.55,68.75,0.75,231.91,998.84,31.73,91.25
14-04-2021 00:00,26.59,32.71,17.71,50.42,21.52,3.76,0.4,49.94,2,2.7,31.96,74.81,0.97,231.58,998.54,30.91,49.85
15-04-2021 00:00,28.09,21.89,22.33,44.22,16.49,1.44,0.35,42.2,1.76,2.85,24.15,74.04,0.82,224.44,999.35,30.61,61.81
16-04-2021 00:00,24.02,27.83,19.03,46.86,13.5,1.61,0.35,26.4,1.67,2.25,22.17,73.4,0.73,246.53,999.32,30.23,81.96
17-04-2021 00:00,24.58,28.58,16.25,44.84,11.53,1.47,0.32,22.13,1.57,3.34,22.48,75.81,0.77,257.67,999.48,29.57,77.35
18-04-2021 00:00,30.38,23.14,22.95,46.09,8.86,1.11,0.43,28.52,2.41,3.65,25.33,73.33,0.77,261.66,999.37,31.46,76.07
19-04-2021 00:00,26.26,24.85,19.16,44.01,7.57,1.01,0.3,25.82,2.73,2.63,27.49,75.06,0.98,243.58,998.74,30.72,44.37
20-04-2021 00:00,19.12,31.57,13.22,44.78,7.71,1.27,0.24,14.69,1.7,3.8,28.29,73.92,0.8,265.72,998.64,30.52,36.18
21-04-2021 00:00,22.07,33.44,14.57,48,6.13,1.12,0.28,15.23,1.42,3.63,24.67,72.91,0.82,250.01,999.68,30.73,51.07
22-04-2021 00:00,26.13,28.1,17.47,45.57,5.96,0.9,0.32,16.83,2.43,1.63,32.73,76.9,0.76,233.69,999.19,29.59,75.34
23-04-2021 00:00,21.64,22.14,24.2,46.34,4.98,1.48,0.29,19.34,1.24,3.03,24.93,60.03,0.83,277.78,999.38,32.01,72.44
24-04-2021 00:00,25.25,33.02,16.75,49.77,5.19,2.08,0.31,22.15,2.06,3.76,22.6,72.87,0.8,236.18,999.01,29.95,51.75
25-04-2021 00:00,29.87,25.37,18.27,43.64,4.49,1.62,0.3,24.22,2.46,4.15,26.73,68.58,0.82,238.7,998.08,31.52,60.91
26-04-2021 00:00,52.9,25.63,23.89,49.52,4.16,1.22,0.33,41.09,2.6,3.76,29.39,77.12,0.92,232.17,998.33,31.5,164.22
27-04-2021 00:00,55.51,19.08,21.53,40.61,4.55,0.86,0.23,33.62,2.43,3.18,27.09,73.51,0.89,234.56,998.57,31.36,188.86
28-04-2021 00:00,34.2,30.31,19.59,49.9,3.48,1.11,0.26,18.74,2.68,3.37,25.08,74.2,0.98,236.53,999.06,31.04,82.02
29-04-2021 00:00,28.6,32.82,15.95,48.77,3.39,1.18,0.28,15.37,2.34,3.8,29.4,73.51,0.76,239.5,998.69,31.31,38.65
30-04-2021 00:00,28.51,38.04,14.56,52.6,2.93,1.97,0.31,13.82,2.61,3.11,34.42,77.28,0.79,240.01,998.46,30.66,48.92
01-05-2021 00:00,22.48,27.63,18.95,46.58,2.75,1.14,0.32,15.99,2.06,3.48,27.58,71.74,0.79,252.16,997.58,31.5,55.22
02-05-2021 00:00,25.29,26.63,17.36,43.98,2.75,0.97,0.27,21.85,2.33,2.87,19.76,70.85,0.81,227.6,997.87,31.48,70.42
03-05-2021 00:00,30.43,23.52,23.97,47.48,3.12,1.8,0.44,33.57,2.46,2.83,24.15,70.13,0.75,216.77,997.86,31.51,81.56
04-05-2021 00:00,24.54,21.66,23.07,44.73,3.15,1.01,0.26,26.59,1.63,3.34,18.37,70.81,0.86,236.17,997.31,31.97,52.13
05-05-2021 00:00,24.27,25.01,18.62,43.63,2.32,1.21,0.27,18.49,3.3,2.31,19.89,75.89,0.77,254.5,997.43,31.7,38.03
06-05-2021 00:00,20.11,32.23,11.65,43.89,2.03,1.06,0.21,12.45,1.28,3.56,23.88,76,0.79,232.59,998.03,31.5,56.05
07-05-2021 00:00,21.05,30.58,14.24,44.82,1.89,1.07,0.2,15.59,1.43,3.11,23.11,75.53,0.77,239.42,998.47,31.38,62.27
08-05-2021 00:00,19.02,37.84,7.99,45.83,1.58,0.94,0.23,11.69,2.4,3.43,21.48,83.84,0.36,230.34,998.49,29.1,51.2
09-05-2021 00:00,15.57,30.78,11.96,42.74,1.46,1.02,0.13,15.86,1.62,2.91,33.21,74.92,0.75,240.08,997.04,31.55,32.82
10-05-2021 00:00,15.45,32.84,10.71,43.55,10.67,0.86,0.16,12.1,1.92,3.23,24.51,71.62,0.74,245.99,996.93,31.62,47.91
11-05-2021 00:00,15.66,37.94,11.09,44.48,33.13,0.03,0.14,6.03,1.8,3.18,25.04,72.09,0.73,256.09,997.41,31.08,51.29
12-05-2021 00:00,14.44,24.65,8.62,33.27,13.65,6.98,0.13,7.57,2.57,3.14,13.3,72.42,0.62,246.31,996.9,30.55,50.08
13-05-2021 00:00,,,,,,,,,,,,,,,,,
14-05-2021 00:00,19.57,14.59,14.99,29.58,7.82,5.32,0.16,21.19,1.37,2.78,22.78,66.73,1.19,291.66,992.13,32.54,77.15
15-05-2021 00:00,32.71,22.16,25.39,44.65,7.93,6.49,0.35,31.03,2.64,2.62,22.58,65.06,1.07,248.27,990.13,32.6,121.33
16-05-2021 00:00,14.3,20.12,17.07,37.19,6.79,6.56,0.2,28.27,2.07,3.65,17.46,65.35,1.27,165.29,988.26,32.15,71.4
17-05-2021 00:00,9.65,10.2,14.33,24.53,5.86,4.7,0.02,17.97,1.74,2.97,15.83,90.22,5.24,136.9,986.17,26.37,38.18
18-05-2021 00:00,14.05,19.09,13.01,32.1,4.08,4.33,0.01,12.27,3.29,3.06,26.86,87.21,4.8,144.76,991.26,28.74,58.11
19-05-2021 00:00,18.79,40.11,14.32,54.43,3.4,9.66,0.23,20.24,3.15,3.69,25.01,84.59,1.45,179.67,994.51,29.12,60.08
20-05-2021 00:00,40.09,59.68,10.48,68.9,3.99,13.35,0.32,16.41,1.92,4.19,24.79,79.02,1.01,209.13,996.67,30.06,180.23
21-05-2021 00:00,34.71,52.46,12.08,63.82,6.59,10.41,0.26,15.08,2.59,3.63,21.73,76.32,0.84,226.62,997.36,30.61,147.38
22-05-2021 00:00,25.94,38.57,11,49.43,6.91,7.73,0.17,14.39,2.41,4.54,24.57,74.02,0.73,262.48,996.94,31.1,108.15
23-05-2021 00:00,23.76,35.6,11.99,47.43,4.85,6.97,0.16,14.78,2.24,3.61,24.09,75.13,0.9,261.95,997.69,31.03,90.76
24-05-2021 00:00,20.18,36.76,9.34,45.98,4.44,7.09,0.15,10.49,2.29,2.91,27.58,76.25,1.02,280.94,998.16,31,89.72
25-05-2021 00:00,21.77,32.02,10.53,42.55,4.01,7.26,0.14,14.04,2.27,3.71,25.23,76.73,0.97,292.37,996.92,31.07,98.83
26-05-2021 00:00,17.56,33.05,12.52,45.25,3.37,6.16,0.07,17.07,0.99,3.03,17.61,73.17,0.93,255.52,996.13,31.01,75.55
27-05-2021 00:00,15.58,29.51,9.08,38.59,3.69,6.5,0.02,15.32,2.08,4.25,21.23,75.68,1.19,251.88,996.04,31.08,62.41
28-05-2021 00:00,16.34,34.22,8.36,42.58,3.15,7.98,0.05,13.96,1.78,4.83,22.19,76.87,1.09,256.2,996.4,31.4,66.33
29-05-2021 00:00,17.85,45.44,5.34,50.78,2.38,9.05,0.04,12.71,2.06,3.7,15.13,80.09,0.72,244.89,997.06,30.57,72.63
30-05-2021 00:00,19.23,37,9.62,45.03,3.65,8.55,0.08,12.73,2.09,3.64,15.66,71.36,1.21,242.53,996.98,32.22,78.59
31-05-2021 00:00,21.13,66.04,7.66,72.09,2.05,10.22,0.25,7.78,2.21,3.39,25.8,84.17,1.3,179.2,995.53,29.11,78.92
01-06-2021 00:00,15.75,62.56,6.57,67.99,2.35,12.69,0.21,9.31,3.31,3.85,20.71,82.37,1.32,189.03,995.44,29.9,60.56
02-06-2021 00:00,12.48,61.56,6.61,67.73,1.84,13.52,0.26,7.98,2.75,3.44,25.45,85.13,0.96,189.17,995.89,28.93,50.28
03-06-2021 00:00,15.86,49.15,18.58,67.75,3.53,10.48,0.28,19.57,3.13,3.73,17.05,72.56,1.04,203.08,996.88,30.78,61.29
04-06-2021 00:00,14,43.27,18.58,61.85,4.61,9.59,0.22,16.95,2.28,3.41,31.58,71.37,1.13,191.14,997.69,30.86,53.85
05-06-2021 00:00,18.65,51.77,22.06,73.88,3.22,9.15,0.27,14.55,2.94,5.88,32.98,74.19,1.27,180.75,996.59,30.43,84.12
06-06-2021 00:00,13.07,42.21,13.34,55.55,4.96,8.02,0.1,16.1,1.76,5.6,15.37,80.41,1.25,188.07,997.58,28.48,46.17
07-06-2021 00:00,12.27,48.34,8.44,56.34,4.99,8.27,0.07,10.09,2.31,3.78,24.53,80.65,1.22,189.81,997.67,28.94,43.85
08-06-2021 00:00,13.02,58.19,6,63.53,5.06,11.14,0.23,9.07,2.13,3.31,24.61,88.01,1.18,181.01,996.62,27.99,48.58
09-06-2021 00:00,10.7,77.76,3.97,79.02,4.45,12.95,0.21,0.73,2.35,3.18,21.44,98.87,1.85,212.13,995.53,25.18,28.48
10-06-2021 00:00,9.21,56.72,9.62,66.33,6.32,12.84,0.19,12.75,2.25,2.32,24.97,95.61,1.31,188.75,995.04,25.45,31.45
11-06-2021 00:00,11.91,69.89,7.6,76.1,5.47,16.93,0.56,32.71,1.93,2.94,26.32,96.62,1.38,163.82,994.36,25.96,34.73
12-06-2021 00:00,7.79,48.52,7.62,56.14,2.47,15.34,0.26,34.84,2.01,4.32,29.14,95.22,1.44,226.24,993.74,26.7,26.98
13-06-2021 00:00,12.19,40.97,9.72,50.68,2.7,16.52,0.16,37.66,1.9,3.53,26.39,87.61,1.15,203,993.65,28.91,41.01
14-06-2021 00:00,21.4,39.63,7.6,47.22,8.55,16.81,0.17,32.54,2.36,2.41,24.09,81.87,0.93,257.3,992.1,30.28,73.42
15-06-2021 00:00,16.94,55.97,8.37,62.15,8.23,20.42,0.31,30.46,2.75,4.03,19.81,88.89,1.23,176,991.19,28.22,54.12
16-06-2021 00:00,18.82,46.66,19.53,65.92,7.41,12.17,0.42,30.2,2.99,3.4,20.87,94.07,1.86,138.71,991.51,26.39,47.52
17-06-2021 00:00,24.12,25.58,26.91,52.48,11.34,5.34,0.32,30.48,2.41,3.54,18.48,95.71,1.68,228.06,992.55,26.26,71.43
18-06-2021 00:00,31.02,20.12,12.92,32.59,91.38,4.76,0.24,30.5,2.37,3.88,23.57,88.79,1.25,277.01,993.14,28.76,103.69
19-06-2021 00:00,18.99,75.49,5.9,80.27,17.49,11.18,0.16,30.66,2.92,3.36,24.06,88.39,1.42,187,995.45,27.27,57.83
20-06-2021 00:00,49.79,54.34,5.31,59.65,13.24,10.31,0.1,31.11,3.05,3.37,24.8,82.65,1.08,234.45,996.86,29.3,175.51
21-06-2021 00:00,38.67,53.6,8.63,59.9,10.68,8.03,0.25,30.97,2.16,2.89,20.3,86.08,1.04,227.93,997.51,28.6,128.59
22-06-2021 00:00,27.35,36.71,7.48,44.2,13.68,5.32,0.24,31.29,3.33,3.09,26.52,83.06,0.91,286.12,997.53,29.69,105.77
23-06-2021 00:00,27.74,64.24,5.2,68.75,16.92,12.03,0.15,30.93,65.57,3.46,20.43,79.42,0.9,284.41,996.96,30.17,105.46
24-06-2021 00:00,22.01,60.44,1.36,61.34,15.72,14.71,0.15,31.06,275.7,2.45,16.53,81.14,0.79,252.39,997.83,29.24,72.76
25-06-2021 00:00,16.55,93.59,4.56,96.23,11.29,14.3,0.31,30.83,196.88,2.17,25.58,89.91,0.82,193.29,996.11,26.68,52.2
26-06-2021 00:00,24.62,77.25,7.64,84.88,9.03,15.14,0.34,31.77,187.06,5.3,7.01,82.21,1.1,245.99,996.5,29.45,85.11
27-06-2021 00:00,20.1,66.11,1.84,66.51,9.61,11.86,0.21,31.94,167.47,2.79,23.81,86.07,0.84,261.37,997.77,28,62.09
28-06-2021 00:00,16.73,36.16,14.26,49.27,7.99,10.87,0.36,31.44,149.43,4.04,18.97,81.19,0.71,248.63,997.08,29.27,62.51
29-06-2021 00:00,16.22,61.57,7.36,68.93,8.05,10.81,0.34,32.47,161.2,3.11,16.46,81.15,0.94,190.69,997.01,29.17,53.87
30-06-2021 00:00,17.39,72.29,7.54,77.43,18.37,14.46,0.31,31.32,173,4.35,30.57,86.24,0.84,216.48,996.57,28.72,56
01-07-2021 00:00,15.55,97.69,3.07,96.09,16.2,16.96,0.28,31.47,160.56,3.43,25.28,82.14,0.9,237.69,995.12,29.52,62.74
02-07-2021 00:00,15.65,50.7,4.1,54.11,14.33,15.76,0.01,31.24,162.46,3.46,26.74,76.38,1.23,221.39,995.41,30.39,61.68
03-07-2021 00:00,17.06,46.25,7.67,53.92,10.33,12.19,0.06,31.56,107.8,4.93,32.96,74.45,1.2,264.51,996.57,31.31,67.28
04-07-2021 00:00,16.75,57.58,9.39,62.09,8.94,10.95,0.07,31.77,132.05,4.81,11.83,75.58,1,254.58,997.24,30.78,67.02
05-07-2021 00:00,21.42,60.77,7.42,61.75,10.32,10.44,0.15,31.36,124.44,4.33,23.08,74.82,0.97,286.29,996.36,31.07,83.21
06-07-2021 00:00,24.51,61.29,24.79,79.63,7.53,11.64,0.34,31.39,124.54,1.69,34.13,78.08,0.74,280.49,995.84,30.3,93.51
07-07-2021 00:00,24.29,57.95,25.04,82.99,3.93,12.12,0.27,30.9,98.96,3.45,17.67,77.65,0.88,273.55,995.54,30.63,95.8
08-07-2021 00:00,19.99,80.51,24.72,105.23,2.13,12.84,0.3,31.25,75.62,4.4,35.7,86.62,0.74,180.52,995.61,28.14,61.66
09-07-2021 00:00,18.73,76.57,30.59,106.82,1.78,13.86,0.3,33.03,92.63,2.9,21.79,87.56,1.04,199.91,993.57,28.16,65.33
10-07-2021 00:00,14.88,75.04,27.35,102.38,2.57,15.69,0.29,31.61,5.04,2.54,22.3,91.38,0.84,220.79,992.72,26.84,50.35
